,ESR1,PGR,GATA3,FOXA1,MKI67,PCNA,TOP2A,CCND1,MYC,BRCA2,GATA3,MAP3K1,PIK3CA,AKT1,MTOR,KRT8,KRT18,KRT19,EPCAM,KRT5,KRT14,EGFR,COL1A1,COL3A1,ACTA2,FAP,VIM,CD3D,CD8A,CD4,FOXP3,CD68,CD163,HIF1A,VEGFA,CA9
SPOT_20_29,16.0,16.0,17.0,6.0,7.0,5.0,1.0,2.0,5.0,19.0,9.0,3.0,18.0,14.0,8.0,17.0,12.0,3.0,13.0,0.0,0.0,2.0,12.0,46.0,5.0,4.0,25.0,4.0,0.0,3.0,1.0,3.0,9.0,2.0,4.0,6.0
SPOT_21_00,16.0,7.0,41.0,6.0,7.0,2.0,4.0,16.0,3.0,2.0,4.0,4.0,32.0,6.0,8.0,9.0,44.0,17.0,8.0,0.0,1.0,2.0,24.0,16.0,48.0,4.0,6.0,8.0,1.0,1.0,10.0,2.0,2.0,17.0,5.0,28.0
SPOT_21_01,11.0,21.0,22.0,28.0,10.0,7.0,5.0,10.0,5.0,2.0,20.0,2.0,12.0,13.0,6.0,14.0,20.0,38.0,61.0,0.0,0.0,2.0,3.0,10.0,14.0,9.0,6.0,8.0,1.0,17.0,1.0,4.0,3.0,3.0,11.0,1.0
SPOT_21_02,5.0,13.0,7.0,6.0,3.0,7.0,5.0,10.0,7.0,19.0,60.0,3.0,6.0,3.0,6.0,23.0,5.0,4.0,6.0,1.0,1.0,0.0,3.0,5.0,19.0,7.0,9.0,6.0,16.0,5.0,0.0,6.0,13.0,6.0,9.0,4.0
SPOT_21_03,13.0,11.0,52.0,23.0,13.0,66.0,16.0,25.0,25.0,36.0,114.0,12.0,21.0,21.0,17.0,14.0,22.0,65.0,90.0,1.0,2.0,3.0,396.0,216.0,160.0,453.0,680.0,32.0,10.0,6.0,4.0,27.0,15.0,24.0,32.0,9.0
SPOT_21_04,34.0,10.0,96.0,20.0,58.0,16.0,19.0,50.0,37.0,49.0,163.0,13.0,35.0,67.0,25.0,23.0,84.0,139.0,130.0,6.0,3.0,8.0,49.0,16.0,28.0,30.0,46.0,226.0,254.0,113.0,491.0,341.0,162.0,29.0,63.0,14.0
SPOT_21_05,9.0,18.0,62.0,53.0,21.0,4.0,22.0,47.0,54.0,41.0,67.0,17.0,29.0,6.0,43.0,21.0,242.0,108.0,104.0,4.0,5.0,5.0,71.0,44.0,36.0,44.0,28.0,215.0,97.0,116.0,14.0,189.0,163.0,33.0,37.0,28.0
SPOT_21_06,18.0,20.0,110.0,39.0,27.0,45.0,14.0,47.0,7.0,17.0,67.0,15.0,18.0,28.0,17.0,55.0,22.0,34.0,72.0,4.0,2.0,20.0,131.0,18.0,10.0,21.0,99.0,54.0,239.0,81.0,99.0,210.0,274.0,25.0,152.0,25.0
SPOT_21_07,17.0,6.0,143.0,63.0,29.0,8.0,26.0,82.0,15.0,33.0,53.0,18.0,47.0,28.0,20.0,39.0,46.0,58.0,20.0,1.0,3.0,3.0,321.0,438.0,362.0,138.0,682.0,12.0,20.0,16.0,26.0,32.0,12.0,21.0,36.0,15.0
SPOT_21_08,113.0,73.0,140.0,83.0,39.0,70.0,86.0,42.0,30.0,21.0,176.0,37.0,69.0,57.0,57.0,561.0,71.0,24.0,232.0,5.0,13.0,14.0,72.0,89.0,453.0,327.0,722.0,50.0,32.0,15.0,39.0,56.0,38.0,127.0,46.0,18.0
SPOT_21_09,54.0,65.0,92.0,78.0,135.0,82.0,37.0,115.0,74.0,28.0,213.0,110.0,44.0,217.0,47.0,221.0,339.0,144.0,128.0,8.0,10.0,6.0,338.0,56.0,74.0,135.0,497.0,47.0,89.0,173.0,34.0,27.0,43.0,36.0,31.0,38.0
SPOT_21_10,236.0,405.0,139.0,132.0,90.0,24.0,45.0,60.0,121.0,23.0,105.0,26.0,87.0,24.0,45.0,93.0,99.0,147.0,316.0,3.0,6.0,15.0,141.0,110.0,70.0,114.0,171.0,103.0,66.0,39.0,80.0,41.0,50.0,25.0,43.0,66.0
SPOT_21_11,95.0,158.0,136.0,131.0,61.0,45.0,104.0,83.0,165.0,62.0,236.0,28.0,215.0,77.0,33.0,420.0,247.0,71.0,125.0,10.0,5.0,13.0,159.0,58.0,100.0,683.0,109.0,22.0,30.0,86.0,18.0,67.0,148.0,28.0,182.0,34.0
SPOT_21_12,152.0,118.0,136.0,79.0,48.0,39.0,13.0,92.0,79.0,45.0,96.0,37.0,234.0,46.0,44.0,103.0,309.0,206.0,153.0,7.0,14.0,13.0,31.0,102.0,81.0,94.0,190.0,130.0,57.0,25.0,30.0,32.0,50.0,53.0,88.0,13.0
SPOT_21_13,45.0,87.0,144.0,36.0,49.0,123.0,89.0,83.0,91.0,58.0,107.0,41.0,60.0,64.0,69.0,198.0,204.0,148.0,124.0,4.0,24.0,16.0,122.0,82.0,144.0,147.0,203.0,78.0,93.0,35.0,32.0,133.0,45.0,38.0,49.0,65.0
SPOT_21_14,42.0,219.0,94.0,154.0,42.0,137.0,87.0,58.0,67.0,71.0,111.0,49.0,86.0,49.0,218.0,309.0,76.0,251.0,51.0,3.0,11.0,20.0,211.0,18.0,147.0,148.0,369.0,32.0,100.0,153.0,11.0,81.0,20.0,26.0,38.0,72.0
SPOT_21_15,90.0,37.0,160.0,35.0,82.0,99.0,79.0,77.0,91.0,37.0,137.0,28.0,284.0,80.0,23.0,358.0,155.0,151.0,76.0,2.0,17.0,11.0,74.0,94.0,237.0,219.0,93.0,51.0,97.0,43.0,30.0,37.0,62.0,43.0,58.0,65.0
SPOT_21_16,99.0,195.0,43.0,209.0,82.0,54.0,85.0,180.0,71.0,17.0,199.0,51.0,400.0,116.0,56.0,341.0,277.0,78.0,481.0,3.0,6.0,4.0,43.0,71.0,273.0,108.0,455.0,49.0,33.0,57.0,65.0,42.0,24.0,41.0,86.0,58.0
SPOT_21_17,211.0,406.0,246.0,136.0,160.0,107.0,27.0,55.0,73.0,25.0,153.0,30.0,29.0,135.0,28.0,154.0,164.0,107.0,95.0,6.0,6.0,9.0,141.0,53.0,29.0,76.0,511.0,64.0,103.0,85.0,33.0,63.0,62.0,39.0,99.0,118.0
SPOT_21_18,135.0,79.0,202.0,113.0,24.0,56.0,57.0,85.0,70.0,30.0,197.0,68.0,44.0,29.0,73.0,211.0,117.0,90.0,113.0,16.0,14.0,14.0,32.0,88.0,129.0,67.0,188.0,71.0,29.0,15.0,33.0,23.0,39.0,70.0,143.0,54.0
SPOT_21_19,54.0,180.0,192.0,152.0,44.0,13.0,81.0,195.0,74.0,35.0,86.0,19.0,85.0,109.0,97.0,62.0,47.0,231.0,84.0,6.0,5.0,6.0,128.0,21.0,140.0,337.0,400.0,70.0,133.0,40.0,28.0,38.0,59.0,43.0,55.0,35.0
SPOT_21_20,245.0,84.0,57.0,35.0,69.0,44.0,34.0,253.0,35.0,67.0,82.0,83.0,27.0,24.0,46.0,283.0,129.0,259.0,109.0,11.0,6.0,9.0,72.0,122.0,306.0,200.0,354.0,170.0,70.0,18.0,38.0,50.0,56.0,224.0,33.0,35.0
SPOT_21_21,186.0,36.0,166.0,220.0,61.0,30.0,49.0,155.0,93.0,47.0,215.0,44.0,141.0,64.0,35.0,72.0,400.0,362.0,140.0,13.0,3.0,14.0,42.0,80.0,178.0,101.0,121.0,106.0,143.0,113.0,33.0,46.0,72.0,72.0,174.0,123.0
SPOT_21_22,61.0,237.0,174.0,84.0,88.0,63.0,68.0,239.0,32.0,49.0,146.0,48.0,80.0,86.0,66.0,99.0,159.0,93.0,107.0,15.0,5.0,13.0,71.0,43.0,161.0,71.0,340.0,63.0,78.0,153.0,12.0,53.0,40.0,85.0,56.0,36.0
SPOT_21_23,6.0,9.0,148.0,39.0,95.0,13.0,6.0,50.0,37.0,55.0,109.0,8.0,29.0,43.0,74.0,11.0,87.0,56.0,35.0,4.0,2.0,3.0,47.0,59.0,81.0,47.0,28.0,57.0,210.0,163.0,84.0,388.0,672.0,15.0,32.0,17.0
SPOT_21_24,10.0,33.0,56.0,28.0,12.0,68.0,38.0,70.0,22.0,33.0,79.0,18.0,43.0,77.0,25.0,18.0,48.0,26.0,36.0,1.0,7.0,6.0,26.0,64.0,43.0,102.0,23.0,180.0,118.0,343.0,58.0,78.0,152.0,35.0,53.0,14.0
SPOT_21_25,8.0,11.0,40.0,121.0,35.0,6.0,29.0,41.0,18.0,18.0,33.0,11.0,76.0,40.0,26.0,17.0,32.0,82.0,39.0,6.0,1.0,6.0,126.0,316.0,446.0,365.0,222.0,17.0,10.0,21.0,6.0,41.0,49.0,16.0,173.0,25.0
SPOT_21_26,9.0,6.0,63.0,28.0,19.0,14.0,15.0,23.0,71.0,17.0,76.0,10.0,27.0,50.0,35.0,22.0,19.0,124.0,34.0,2.0,3.0,4.0,346.0,463.0,285.0,165.0,471.0,13.0,36.0,8.0,25.0,21.0,22.0,31.0,78.0,17.0
SPOT_21_27,14.0,4.0,90.0,27.0,14.0,18.0,23.0,76.0,24.0,9.0,72.0,45.0,75.0,38.0,46.0,7.0,62.0,80.0,79.0,5.0,2.0,10.0,34.0,77.0,109.0,32.0,19.0,186.0,168.0,291.0,75.0,405.0,294.0,141.0,43.0,19.0
SPOT_21_28,19.0,7.0,28.0,9.0,2.0,4.0,14.0,14.0,7.0,3.0,64.0,7.0,11.0,16.0,5.0,14.0,28.0,3.0,5.0,0.0,1.0,4.0,37.0,12.0,5.0,9.0,12.0,7.0,2.0,5.0,1.0,9.0,1.0,1.0,21.0,15.0
SPOT_21_29,12.0,8.0,39.0,3.0,15.0,3.0,4.0,7.0,4.0,2.0,76.0,2.0,30.0,6.0,5.0,13.0,16.0,41.0,28.0,1.0,0.0,0.0,4.0,16.0,6.0,6.0,12.0,4.0,7.0,2.0,1.0,9.0,4.0,27.0,7.0,6.0
SPOT_22_00,6.0,6.0,35.0,13.0,3.0,2.0,3.0,13.0,4.0,4.0,15.0,2.0,24.0,9.0,2.0,16.0,22.0,9.0,7.0,1.0,0.0,3.0,6.0,4.0,6.0,3.0,19.0,5.0,4.0,2.0,1.0,2.0,5.0,4.0,8.0,5.0
SPOT_22_01,17.0,18.0,8.0,9.0,3.0,2.0,3.0,5.0,6.0,3.0,31.0,3.0,12.0,1.0,8.0,22.0,30.0,4.0,30.0,0.0,0.0,0.0,12.0,16.0,7.0,6.0,4.0,4.0,3.0,2.0,5.0,3.0,3.0,16.0,19.0,5.0
SPOT_22_02,8.0,11.0,13.0,4.0,5.0,3.0,6.0,3.0,2.0,12.0,20.0,2.0,9.0,11.0,9.0,30.0,47.0,40.0,48.0,1.0,0.0,1.0,20.0,19.0,14.0,22.0,9.0,13.0,4.0,11.0,4.0,6.0,9.0,5.0,4.0,6.0
SPOT_22_03,20.0,15.0,112.0,84.0,12.0,83.0,29.0,38.0,62.0,37.0,90.0,16.0,17.0,57.0,35.0,6.0,51.0,21.0,17.0,1.0,9.0,3.0,147.0,105.0,59.0,25.0,15.0,85.0,63.0,96.0,144.0,581.0,180.0,31.0,78.0,82.0
SPOT_22_04,28.0,9.0,73.0,80.0,8.0,19.0,13.0,18.0,33.0,38.0,150.0,5.0,25.0,35.0,59.0,22.0,9.0,78.0,34.0,1.0,1.0,24.0,1126.0,375.0,413.0,194.0,505.0,33.0,10.0,14.0,7.0,11.0,51.0,66.0,26.0,29.0
SPOT_22_05,15.0,8.0,67.0,22.0,30.0,31.0,20.0,132.0,33.0,22.0,46.0,19.0,32.0,37.0,19.0,14.0,156.0,43.0,45.0,2.0,4.0,6.0,34.0,71.0,13.0,24.0,46.0,129.0,381.0,103.0,220.0,415.0,319.0,50.0,78.0,19.0
SPOT_22_06,12.0,8.0,138.0,17.0,38.0,8.0,17.0,23.0,70.0,22.0,105.0,60.0,83.0,6.0,26.0,43.0,62.0,103.0,22.0,2.0,8.0,7.0,38.0,63.0,21.0,51.0,37.0,404.0,132.0,423.0,63.0,492.0,171.0,9.0,58.0,3.0
SPOT_22_07,24.0,11.0,28.0,76.0,23.0,16.0,18.0,24.0,15.0,11.0,54.0,11.0,29.0,77.0,53.0,34.0,12.0,66.0,81.0,4.0,1.0,9.0,1178.0,326.0,823.0,98.0,590.0,17.0,12.0,15.0,7.0,14.0,26.0,25.0,18.0,15.0
SPOT_22_08,353.0,184.0,130.0,201.0,90.0,93.0,25.0,71.0,47.0,28.0,128.0,19.0,218.0,50.0,35.0,250.0,135.0,224.0,153.0,7.0,4.0,13.0,139.0,100.0,179.0,51.0,185.0,56.0,96.0,45.0,18.0,44.0,33.0,93.0,215.0,27.0
SPOT_22_09,95.0,32.0,197.0,257.0,28.0,41.0,27.0,35.0,166.0,65.0,206.0,40.0,179.0,88.0,82.0,169.0,127.0,63.0,116.0,3.0,9.0,18.0,130.0,35.0,270.0,189.0,155.0,36.0,34.0,90.0,44.0,19.0,33.0,171.0,55.0,127.0
SPOT_22_10,472.0,119.0,277.0,175.0,192.0,27.0,141.0,292.0,72.0,35.0,199.0,73.0,186.0,46.0,85.0,301.0,150.0,77.0,153.0,12.0,6.0,19.0,236.0,124.0,95.0,93.0,210.0,99.0,92.0,273.0,24.0,49.0,42.0,37.0,45.0,37.0
SPOT_22_11,169.0,119.0,97.0,99.0,38.0,36.0,75.0,64.0,20.0,59.0,126.0,61.0,26.0,161.0,68.0,166.0,97.0,58.0,176.0,5.0,3.0,15.0,134.0,61.0,263.0,74.0,366.0,96.0,90.0,201.0,75.0,76.0,42.0,42.0,142.0,92.0
SPOT_22_12,237.0,279.0,84.0,103.0,55.0,27.0,53.0,78.0,44.0,57.0,133.0,22.0,76.0,81.0,37.0,199.0,400.0,77.0,158.0,4.0,10.0,17.0,118.0,101.0,279.0,126.0,163.0,152.0,56.0,53.0,17.0,41.0,23.0,28.0,117.0,107.0
SPOT_22_13,90.0,117.0,225.0,317.0,20.0,20.0,126.0,51.0,42.0,21.0,368.0,48.0,222.0,41.0,54.0,50.0,227.0,150.0,102.0,8.0,3.0,9.0,161.0,94.0,126.0,108.0,137.0,32.0,44.0,413.0,14.0,71.0,34.0,193.0,64.0,192.0
SPOT_22_14,47.0,70.0,284.0,65.0,29.0,67.0,22.0,28.0,32.0,50.0,214.0,43.0,135.0,49.0,80.0,170.0,74.0,240.0,100.0,7.0,3.0,16.0,112.0,61.0,153.0,197.0,433.0,138.0,24.0,166.0,120.0,46.0,13.0,152.0,76.0,91.0
SPOT_22_15,122.0,151.0,49.0,79.0,93.0,49.0,56.0,85.0,19.0,33.0,97.0,50.0,51.0,59.0,27.0,241.0,93.0,122.0,84.0,4.0,8.0,20.0,54.0,109.0,115.0,69.0,41.0,45.0,73.0,119.0,15.0,127.0,49.0,105.0,72.0,32.0
SPOT_22_16,467.0,252.0,164.0,88.0,31.0,31.0,22.0,75.0,144.0,62.0,111.0,16.0,114.0,40.0,102.0,380.0,158.0,66.0,151.0,5.0,5.0,15.0,127.0,58.0,326.0,177.0,290.0,121.0,22.0,49.0,16.0,46.0,43.0,79.0,48.0,281.0
SPOT_22_17,112.0,95.0,192.0,122.0,51.0,62.0,21.0,63.0,42.0,117.0,118.0,17.0,49.0,157.0,86.0,75.0,267.0,138.0,145.0,17.0,5.0,5.0,349.0,158.0,336.0,82.0,697.0,167.0,54.0,139.0,25.0,17.0,81.0,125.0,34.0,75.0
SPOT_22_18,105.0,203.0,154.0,212.0,66.0,172.0,75.0,62.0,85.0,27.0,109.0,186.0,61.0,78.0,45.0,90.0,149.0,166.0,178.0,6.0,1.0,31.0,194.0,68.0,110.0,124.0,171.0,55.0,106.0,31.0,23.0,52.0,48.0,84.0,107.0,80.0
SPOT_22_19,79.0,99.0,109.0,27.0,54.0,115.0,40.0,110.0,45.0,40.0,118.0,62.0,93.0,348.0,139.0,184.0,163.0,126.0,119.0,8.0,9.0,12.0,91.0,51.0,244.0,161.0,394.0,342.0,75.0,46.0,29.0,34.0,46.0,23.0,55.0,47.0
SPOT_22_20,131.0,216.0,278.0,108.0,74.0,68.0,46.0,69.0,70.0,40.0,199.0,26.0,238.0,41.0,41.0,82.0,337.0,105.0,83.0,7.0,2.0,9.0,49.0,39.0,121.0,236.0,272.0,114.0,55.0,175.0,43.0,30.0,36.0,40.0,34.0,172.0
SPOT_22_21,217.0,50.0,149.0,49.0,53.0,39.0,32.0,199.0,109.0,50.0,252.0,24.0,65.0,169.0,35.0,222.0,93.0,44.0,147.0,8.0,5.0,18.0,160.0,51.0,66.0,67.0,186.0,45.0,10.0,100.0,14.0,57.0,24.0,23.0,135.0,30.0
SPOT_22_22,211.0,70.0,284.0,67.0,256.0,69.0,67.0,101.0,59.0,71.0,44.0,93.0,128.0,109.0,82.0,143.0,282.0,163.0,69.0,4.0,3.0,4.0,35.0,123.0,224.0,427.0,182.0,37.0,45.0,49.0,32.0,18.0,72.0,81.0,231.0,88.0
SPOT_22_23,14.0,8.0,38.0,25.0,19.0,17.0,23.0,38.0,31.0,40.0,33.0,15.0,45.0,52.0,45.0,35.0,25.0,19.0,22.0,2.0,2.0,1.0,331.0,240.0,488.0,449.0,641.0,6.0,35.0,45.0,56.0,14.0,6.0,4.0,18.0,25.0
SPOT_22_24,14.0,10.0,43.0,31.0,25.0,16.0,19.0,27.0,10.0,29.0,60.0,27.0,43.0,8.0,49.0,37.0,15.0,157.0,199.0,3.0,5.0,5.0,338.0,138.0,606.0,493.0,670.0,17.0,13.0,14.0,29.0,19.0,5.0,38.0,37.0,19.0
SPOT_22_25,28.0,9.0,24.0,25.0,37.0,28.0,10.0,64.0,7.0,45.0,39.0,23.0,62.0,59.0,24.0,54.0,7.0,91.0,76.0,3.0,5.0,3.0,220.0,163.0,359.0,231.0,265.0,48.0,4.0,134.0,8.0,33.0,10.0,125.0,15.0,10.0
SPOT_22_26,26.0,17.0,30.0,50.0,23.0,36.0,21.0,55.0,24.0,74.0,16.0,8.0,28.0,47.0,30.0,19.0,36.0,52.0,39.0,5.0,2.0,7.0,203.0,620.0,266.0,134.0,281.0,11.0,15.0,6.0,14.0,13.0,9.0,58.0,52.0,39.0
SPOT_22_27,17.0,14.0,263.0,56.0,48.0,40.0,45.0,21.0,12.0,17.0,143.0,41.0,30.0,35.0,22.0,80.0,14.0,24.0,94.0,4.0,2.0,7.0,924.0,303.0,539.0,339.0,320.0,24.0,5.0,34.0,15.0,35.0,5.0,37.0,22.0,50.0
SPOT_22_28,11.0,6.0,8.0,8.0,16.0,3.0,3.0,8.0,3.0,8.0,8.0,6.0,21.0,11.0,16.0,8.0,8.0,21.0,21.0,0.0,0.0,3.0,19.0,8.0,11.0,27.0,10.0,4.0,2.0,9.0,3.0,4.0,3.0,4.0,8.0,6.0
SPOT_22_29,18.0,13.0,12.0,3.0,18.0,0.0,4.0,2.0,5.0,3.0,13.0,2.0,8.0,2.0,6.0,44.0,17.0,19.0,15.0,0.0,0.0,4.0,4.0,10.0,2.0,13.0,7.0,8.0,10.0,3.0,2.0,2.0,4.0,3.0,17.0,3.0
SPOT_23_00,7.0,8.0,18.0,16.0,7.0,5.0,4.0,2.0,5.0,5.0,12.0,7.0,32.0,4.0,1.0,11.0,47.0,21.0,20.0,1.0,0.0,2.0,5.0,9.0,9.0,6.0,2.0,3.0,11.0,6.0,1.0,4.0,6.0,3.0,20.0,9.0
SPOT_23_01,15.0,25.0,31.0,3.0,5.0,7.0,2.0,4.0,8.0,5.0,61.0,3.0,19.0,6.0,11.0,65.0,43.0,8.0,6.0,2.0,0.0,1.0,39.0,1.0,12.0,24.0,6.0,6.0,1.0,1.0,11.0,6.0,9.0,8.0,9.0,4.0
SPOT_23_02,6.0,12.0,28.0,6.0,10.0,4.0,9.0,4.0,10.0,8.0,76.0,4.0,6.0,4.0,2.0,39.0,28.0,13.0,9.0,0.0,1.0,0.0,8.0,17.0,5.0,4.0,16.0,4.0,5.0,2.0,10.0,1.0,7.0,12.0,3.0,5.0
SPOT_23_03,5.0,13.0,28.0,7.0,7.0,2.0,1.0,23.0,14.0,14.0,24.0,3.0,2.0,8.0,10.0,21.0,28.0,19.0,6.0,1.0,0.0,1.0,20.0,2.0,16.0,3.0,4.0,6.0,5.0,3.0,1.0,13.0,2.0,16.0,21.0,2.0
SPOT_23_04,40.0,12.0,62.0,42.0,54.0,40.0,22.0,60.0,43.0,21.0,34.0,16.0,33.0,54.0,56.0,23.0,14.0,39.0,30.0,4.0,1.0,7.0,252.0,204.0,483.0,247.0,388.0,3.0,12.0,11.0,6.0,13.0,14.0,47.0,77.0,4.0
SPOT_23_05,16.0,9.0,77.0,27.0,26.0,7.0,15.0,39.0,50.0,12.0,47.0,14.0,21.0,29.0,34.0,21.0,11.0,56.0,13.0,1.0,1.0,10.0,142.0,348.0,220.0,247.0,268.0,9.0,9.0,17.0,11.0,26.0,18.0,11.0,53.0,104.0
SPOT_23_06,7.0,9.0,38.0,24.0,10.0,7.0,24.0,25.0,26.0,24.0,63.0,18.0,60.0,7.0,50.0,20.0,28.0,60.0,37.0,3.0,5.0,9.0,369.0,328.0,1567.0,180.0,189.0,7.0,12.0,20.0,9.0,29.0,17.0,14.0,36.0,21.0
SPOT_23_07,17.0,10.0,34.0,26.0,7.0,7.0,8.0,11.0,13.0,40.0,45.0,19.0,26.0,58.0,23.0,31.0,17.0,39.0,49.0,4.0,3.0,2.0,3048.0,297.0,418.0,240.0,157.0,19.0,10.0,26.0,20.0,15.0,7.0,88.0,25.0,7.0
SPOT_23_08,14.0,17.0,140.0,26.0,20.0,79.0,18.0,15.0,15.0,45.0,72.0,66.0,55.0,46.0,16.0,3.0,119.0,301.0,91.0,3.0,1.0,7.0,156.0,105.0,45.0,27.0,77.0,82.0,470.0,221.0,85.0,323.0,312.0,44.0,97.0,42.0
SPOT_23_09,9.0,27.0,106.0,36.0,21.0,34.0,11.0,29.0,26.0,15.0,102.0,16.0,57.0,15.0,26.0,18.0,19.0,33.0,90.0,3.0,6.0,6.0,424.0,368.0,176.0,390.0,282.0,46.0,23.0,24.0,19.0,15.0,15.0,12.0,115.0,8.0
SPOT_23_10,244.0,74.0,53.0,44.0,29.0,62.0,57.0,42.0,96.0,39.0,93.0,47.0,75.0,108.0,23.0,279.0,145.0,68.0,90.0,10.0,5.0,16.0,104.0,147.0,184.0,93.0,217.0,86.0,114.0,54.0,11.0,57.0,14.0,21.0,289.0,28.0
SPOT_23_11,238.0,193.0,73.0,187.0,28.0,39.0,45.0,73.0,66.0,23.0,94.0,68.0,103.0,39.0,33.0,275.0,142.0,98.0,58.0,8.0,5.0,11.0,56.0,183.0,186.0,188.0,118.0,134.0,121.0,38.0,31.0,53.0,51.0,19.0,87.0,81.0
SPOT_23_12,189.0,35.0,315.0,164.0,72.0,78.0,40.0,143.0,28.0,32.0,283.0,68.0,153.0,55.0,124.0,129.0,178.0,106.0,79.0,11.0,5.0,14.0,117.0,65.0,243.0,51.0,161.0,366.0,84.0,55.0,123.0,54.0,29.0,46.0,106.0,69.0
SPOT_23_13,301.0,154.0,185.0,65.0,258.0,85.0,42.0,86.0,95.0,63.0,114.0,27.0,53.0,51.0,27.0,198.0,216.0,122.0,62.0,7.0,8.0,4.0,41.0,54.0,101.0,59.0,203.0,159.0,28.0,63.0,16.0,33.0,24.0,58.0,59.0,34.0
SPOT_23_14,67.0,86.0,121.0,36.0,83.0,87.0,33.0,124.0,51.0,66.0,114.0,50.0,53.0,37.0,103.0,176.0,150.0,141.0,81.0,4.0,14.0,4.0,50.0,90.0,256.0,137.0,144.0,99.0,28.0,57.0,19.0,55.0,14.0,103.0,64.0,107.0
SPOT_23_15,172.0,64.0,136.0,57.0,57.0,41.0,8.0,34.0,92.0,45.0,93.0,34.0,56.0,76.0,70.0,370.0,90.0,200.0,80.0,7.0,14.0,14.0,108.0,69.0,64.0,88.0,286.0,24.0,61.0,29.0,21.0,112.0,29.0,201.0,27.0,30.0
SPOT_23_16,144.0,123.0,161.0,100.0,73.0,11.0,69.0,91.0,207.0,104.0,205.0,37.0,36.0,251.0,82.0,204.0,228.0,151.0,64.0,11.0,5.0,13.0,91.0,209.0,375.0,188.0,249.0,67.0,66.0,33.0,46.0,35.0,108.0,33.0,32.0,18.0
SPOT_23_17,215.0,129.0,155.0,116.0,27.0,64.0,50.0,36.0,120.0,99.0,190.0,16.0,42.0,28.0,59.0,240.0,248.0,109.0,100.0,10.0,6.0,17.0,60.0,172.0,131.0,82.0,372.0,59.0,380.0,113.0,19.0,23.0,52.0,95.0,76.0,72.0
SPOT_23_18,78.0,37.0,156.0,102.0,103.0,128.0,43.0,67.0,41.0,96.0,227.0,74.0,59.0,124.0,25.0,167.0,219.0,72.0,93.0,8.0,7.0,4.0,68.0,43.0,116.0,65.0,391.0,70.0,80.0,50.0,15.0,79.0,50.0,105.0,68.0,53.0
SPOT_23_19,52.0,92.0,242.0,32.0,130.0,46.0,17.0,83.0,46.0,47.0,135.0,36.0,93.0,200.0,61.0,195.0,75.0,173.0,198.0,14.0,6.0,7.0,148.0,48.0,148.0,64.0,210.0,47.0,87.0,91.0,23.0,223.0,51.0,50.0,52.0,29.0
SPOT_23_20,83.0,249.0,262.0,86.0,75.0,24.0,34.0,68.0,49.0,91.0,106.0,44.0,133.0,144.0,58.0,133.0,348.0,99.0,94.0,16.0,8.0,14.0,72.0,19.0,308.0,63.0,383.0,89.0,36.0,71.0,32.0,153.0,27.0,117.0,52.0,28.0
SPOT_23_21,21.0,10.0,121.0,29.0,20.0,69.0,32.0,23.0,15.0,68.0,139.0,9.0,21.0,30.0,54.0,26.0,95.0,68.0,45.0,10.0,2.0,6.0,30.0,178.0,13.0,72.0,39.0,439.0,119.0,376.0,11.0,372.0,617.0,58.0,93.0,20.0
SPOT_23_22,9.0,4.0,63.0,24.0,22.0,15.0,15.0,23.0,20.0,24.0,44.0,34.0,40.0,7.0,53.0,10.0,10.0,53.0,31.0,3.0,2.0,4.0,1089.0,235.0,480.0,463.0,462.0,11.0,5.0,32.0,8.0,12.0,33.0,42.0,11.0,28.0
SPOT_23_23,14.0,12.0,58.0,63.0,42.0,13.0,14.0,19.0,57.0,25.0,110.0,21.0,25.0,82.0,16.0,10.0,17.0,38.0,230.0,5.0,5.0,6.0,913.0,454.0,307.0,397.0,180.0,105.0,22.0,17.0,8.0,12.0,9.0,23.0,22.0,39.0
SPOT_23_24,12.0,8.0,47.0,27.0,20.0,30.0,19.0,27.0,10.0,30.0,82.0,51.0,24.0,75.0,56.0,13.0,44.0,54.0,65.0,5.0,1.0,9.0,79.0,39.0,11.0,56.0,19.0,273.0,514.0,156.0,79.0,286.0,130.0,85.0,22.0,23.0
SPOT_23_25,19.0,17.0,67.0,15.0,6.0,33.0,47.0,13.0,6.0,21.0,45.0,23.0,38.0,31.0,38.0,36.0,83.0,118.0,83.0,3.0,3.0,13.0,139.0,82.0,44.0,55.0,65.0,152.0,253.0,115.0,63.0,405.0,97.0,16.0,104.0,16.0
SPOT_23_26,16.0,18.0,130.0,10.0,31.0,35.0,35.0,39.0,51.0,33.0,94.0,10.0,26.0,66.0,37.0,15.0,117.0,107.0,118.0,4.0,3.0,36.0,24.0,114.0,6.0,31.0,105.0,547.0,36.0,221.0,112.0,495.0,404.0,50.0,35.0,11.0
SPOT_23_27,8.0,5.0,23.0,2.0,47.0,3.0,1.0,13.0,1.0,2.0,17.0,7.0,37.0,17.0,4.0,17.0,23.0,18.0,3.0,1.0,1.0,1.0,17.0,13.0,9.0,6.0,13.0,3.0,4.0,16.0,2.0,7.0,6.0,3.0,3.0,8.0
SPOT_23_28,13.0,14.0,5.0,43.0,3.0,3.0,2.0,9.0,4.0,11.0,15.0,1.0,3.0,1.0,14.0,12.0,48.0,9.0,5.0,1.0,1.0,1.0,11.0,12.0,3.0,17.0,11.0,3.0,6.0,2.0,4.0,5.0,4.0,4.0,12.0,3.0
